序号,rectimestamp,sendtimestamp,时延毫秒,纬度,经度,海拔,速度km/h,锁星数,地面航向度,ID,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,AID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label
1451,1699952583325,1699952583617,-292.078,116.493187,39.729322,23.1,6.519,52,342.72,3030303030310000,66,3379,2323,3619,8000001,7,8,-100,-73,15,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1452,1699952583422,1699952583717,-295.454,116.493186,39.729323,23.1,6.519,52,342.72,,67,3380,2323,3619,8000001,7,8,-105,-78,12,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1453,1699952583526,1699952583817,-291.735,116.493186,39.729324,23.1,6.519,52,342.72,,68,3381,2323,3619,8000001,7,8,-98,-71,13,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1454,1699952583639,1699952583928,-289.958,116.493185,39.729326,23.1,6.519,52,342.72,,69,3382,2323,3619,8000001,7,8,-101,-73,14,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1455,1699952583727,1699952584018,-291.332,116.493185,39.729327,23.1,6.519,52,342.72,,70,3383,2323,3619,8000001,7,8,-94,-67,16,0,5,-94,55140,47,4264,QPSK,SPAT,normal
1456,1699952583823,1699952584118,-295.62,116.493184,39.729328,23.1,6.519,52,342.72,,71,3384,2323,3619,8000001,7,8,-98,-71,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1457,1699952583928,1699952584219,-291.04,116.493183,39.729329,23.1,6.519,52,342.72,,72,3385,2323,3619,8000001,7,8,-97,-70,16,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1458,1699952584024,1699952584319,-295.056,116.493183,39.729331,23.1,6.519,52,342.72,,73,3386,2323,3619,8000001,7,8,-98,-71,13,1,5,-98,55140,47,4264,QPSK,SPAT,normal
1459,1699952584128,1699952584421,-293.591,116.493182,39.729332,23.1,6.519,52,342.72,,74,3387,2323,3619,8000001,7,8,-101,-74,14,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1460,1699952584225,1699952584519,-294.586,116.493182,39.729333,23.1,6.519,52,342.72,,75,3388,2323,3619,8000001,7,8,-95,-68,15,1,5,-95,55140,47,4264,QPSK,SPAT,normal
1461,1699952584337,1699952584622,-285.974,116.493181,39.729335,23.1,6.519,52,342.72,,76,3389,2323,3619,8000001,7,8,-99,-72,16,0,5,-99,55140,47,4264,QPSK,SPAT,normal
1462,1699952584426,1699952584720,-294.879,116.49318,39.729337,23.1,5.963,52,340.97,,77,3390,2323,3619,8000001,7,8,-97,-69,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1463,1699952584530,1699952584820,-290.389,116.493179,39.729339,23.1,5.963,52,340.97,,78,3391,2323,3619,8000001,7,8,-98,-71,14,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1464,1699952584626,1699952584921,-295.238,116.493179,39.72934,23.1,5.963,52,340.97,,79,3392,2323,3619,8000001,7,8,-102,-75,14,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1465,1699952584731,1699952585021,-290.237,116.493178,39.729342,23.1,5.963,52,340.97,,80,3393,2323,3619,8000001,7,8,-100,-72,14,1,5,-100,55140,47,4264,QPSK,SPAT,normal
1466,1699952584827,1699952585121,-294.637,116.493177,39.729344,23.1,5.963,52,340.97,,81,3394,2323,3619,8000001,7,8,-98,-70,14,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1467,1699952584924,1699952585221,-297.784,116.493176,39.729346,23.1,5.963,52,340.97,,82,3395,2323,3619,8000001,7,8,-95,-68,17,0,5,-95,55140,47,4264,QPSK,SPAT,normal
1468,1699952585028,1699952585323,-295.595,116.493175,39.729348,23.1,5.963,52,340.97,,83,3396,2323,3619,8000001,7,8,-97,-70,12,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1469,1699952585132,1699952585423,-291.177,116.493174,39.729349,23.1,6.056,51,343.81,,84,3397,2323,3619,8000001,7,8,-100,-73,15,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1470,1699952585228,1699952585522,-294.614,116.493174,39.729351,23.1,6.056,51,343.81,,85,3398,2323,3619,8000001,7,8,-95,-68,15,0,5,-95,55140,47,4264,QPSK,SPAT,normal
1471,1699952585333,1699952585623,-290.006,116.493173,39.729352,23.1,6.056,51,343.81,,86,3399,2323,3619,8000001,7,8,-98,-71,14,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1472,1699952585430,1699952585723,-293.457,116.493172,39.729354,23.1,5.963,52,340.97,,87,3400,2323,3619,8000001,7,8,-97,-70,16,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1473,1699952585534,1699952585824,-290.52,116.493172,39.729355,23.1,5.963,52,340.97,,88,3401,2323,3619,8000001,7,8,-99,-72,15,0,5,-99,55140,47,4264,QPSK,SPAT,normal
1474,1699952585630,1699952585924,-294.811,116.493171,39.729356,23.1,6.056,51,343.81,,89,3402,2323,3619,8000001,7,8,-101,-74,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1475,1699952585728,1699952586024,-296.448,116.49317,39.729358,23.1,6.056,51,343.81,,90,3403,2323,3619,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1476,1699952585831,1699952586124,-293.654,116.49317,39.729359,23.1,6.056,51,343.81,,91,3404,2323,3619,8000001,7,8,-96,-68,15,0,5,-96,55140,47,4264,QPSK,SPAT,normal
1477,1699952585927,1699952586224,-297.76,116.493169,39.72936,23.1,6.056,51,343.81,,92,3405,2323,3619,8000001,7,8,-97,-70,13,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1478,1699952586032,1699952586325,-293.247,116.493168,39.729362,23.1,6.056,51,343.81,,93,3406,2323,3619,8000001,7,8,-95,-68,15,1,5,-95,55140,47,4264,QPSK,SPAT,normal
1479,1699952586135,1699952586428,-293.641,116.493168,39.729363,23.1,6.056,51,343.81,,94,3407,2323,3619,8000001,7,8,-100,-73,12,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1480,1699952586233,1699952586528,-295.024,116.493167,39.729365,23.1,6.056,51,343.81,,95,3408,2323,3619,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1481,1699952586336,1699952586631,-295.606,116.493167,39.729366,23.1,6.056,51,343.81,3030303030310000,96,3409,2323,3619,8000001,7,8,-103,-76,14,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1482,1699952586433,1699952586727,-294.053,116.493166,39.729367,23.1,6.056,51,343.81,,97,3410,2323,3619,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
1483,1699952586538,1699952586827,-289.502,116.493166,39.729369,23.1,6.056,51,343.81,,98,3411,2323,3619,8000001,7,8,-95,-68,16,0,5,-95,55140,47,4264,QPSK,SPAT,normal
1484,1699952586642,1699952586927,-285.871,116.493165,39.729371,23.1,5.76,50,343.45,,99,3412,2323,3619,8000001,7,8,-99,-71,14,0,5,-99,55140,47,4264,QPSK,SPAT,normal
1485,1699952586739,1699952587027,-288.733,116.493164,39.729372,23.1,6.056,51,343.81,,100,3413,2323,3619,8000001,7,8,-97,-70,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1486,1699952586835,1699952587127,-292.868,116.493164,39.729373,23.1,6.056,51,343.81,,101,3414,2323,3619,8000001,7,8,-100,-72,15,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1487,1699952586938,1699952587228,-290.997,116.493164,39.729374,23.1,6.056,51,343.81,,102,3415,2323,3619,8000001,7,8,-99,-72,13,0,5,-99,55140,47,4264,QPSK,SPAT,normal
1488,1699952587044,1699952587335,-291.949,116.493163,39.729375,23.1,5.76,50,343.45,,103,3416,2323,3619,8000001,7,8,-99,-72,15,0,5,-99,55140,47,4264,QPSK,SPAT,normal
1489,1699952587139,1699952587435,-296.932,116.493163,39.729377,23.1,5.76,50,343.45,,104,3417,2323,3619,8000001,7,8,-96,-69,13,0,5,-96,55140,47,4264,QPSK,SPAT,normal
1490,1699952587237,1699952587529,-292.683,116.493162,39.729378,23.1,5.76,50,343.45,,105,3418,2323,3619,8000001,7,8,-98,-70,16,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1491,1699952587333,1699952587629,-296.052,116.493162,39.729379,23.1,5.76,50,343.45,,106,3419,2323,3619,8000001,7,8,-100,-72,14,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1492,1699952587437,1699952587729,-292.385,116.493161,39.729381,23.1,5.76,50,343.45,,107,3420,2323,3619,8000001,7,8,-97,-70,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1493,1699952587542,1699952587837,-295.452,116.493161,39.729383,23.1,5.76,50,343.45,,108,3421,2323,3619,8000001,7,8,-101,-73,14,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1494,1699952587638,1699952587935,-297.588,116.49316,39.729384,23.1,5.76,50,343.45,,109,3422,2323,3619,8000001,7,8,-100,-72,14,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1495,1699952587735,1699952588030,-295.124,116.49316,39.729386,23.1,5.76,50,343.45,,110,3423,2323,3619,8000001,7,8,-100,-72,16,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1496,1699952587839,1699952588130,-291.436,116.493159,39.729388,23.1,5.76,50,343.45,,111,3424,2323,3619,8000001,7,8,-96,-68,15,0,5,-96,55140,47,4264,QPSK,SPAT,normal
1497,1699952587934,1699952588230,-296.645,116.493159,39.729389,23.1,5.76,50,343.45,,112,3425,2323,3619,8000001,7,8,-97,-70,16,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1498,1699952588040,1699952588331,-291.239,116.493158,39.72939,23.1,5.778,50,343.1,,113,3426,2323,3619,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
1499,1699952588136,1699952588431,-295.458,116.493158,39.72939,23.1,5.778,50,343.1,,114,3427,2323,3619,8000001,7,8,-97,-70,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1500,1699952588249,1699952588538,-289.141,116.493158,39.72939,23.1,5.76,50,343.45,,115,3428,2323,3619,8000001,7,8,-94,-67,18,0,5,-94,55140,47,4264,QPSK,SPAT,normal
1501,1699952588336,1699952588631,-295.697,116.493158,39.72939,23.1,5.76,50,343.45,,116,3429,2323,3619,8000001,7,8,-97,-69,13,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1502,1699952588450,1699952588736,-286.534,116.493158,39.72939,23.1,5.76,50,343.45,,117,3430,2323,3619,8000001,7,8,-95,-68,13,0,5,-95,55140,47,4264,QPSK,SPAT,normal
1503,1699952588538,1699952588832,-294.412,116.493158,39.72939,23.1,5.76,50,343.45,,118,3431,2323,3619,8000001,7,8,-98,-71,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1504,1699952588642,1699952588932,-290.601,116.493158,39.72939,23.1,5.778,50,343.1,,119,3432,2323,3619,8000001,7,8,-97,-69,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1505,1699952588738,1699952589033,-295.015,116.493158,39.72939,23.1,5.76,50,343.45,,120,3433,2323,3619,8000001,7,8,-102,-74,15,1,5,-102,55140,47,4264,QPSK,SPAT,normal
1506,1699952588843,1699952589133,-290.11,116.493158,39.72939,23.1,5.778,50,343.1,,121,3434,2323,3619,8000001,7,8,-98,-71,14,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1507,1699952588946,1699952589236,-290.798,116.493158,39.72939,23.1,5.778,50,343.1,,122,3435,2323,3619,8000001,7,8,-97,-70,14,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1508,1699952589036,1699952589333,-297.827,116.493158,39.72939,23.1,5.76,50,343.45,797A687523323439,123,3436,2323,3619,8000001,7,8,-97,-70,16,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1509,1699952589139,1699952589433,-294.935,116.493158,39.729391,23.1,5.778,52,343.1,,124,3437,2323,3619,8000001,7,8,-95,-68,13,0,5,-95,55140,47,4264,QPSK,SPAT,normal
1510,1699952589244,1699952589534,-290.768,116.493156,39.729394,23.1,5.778,52,343.1,,125,3438,2323,3619,8000001,7,8,-100,-72,14,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1511,1699952589340,1699952589634,-294.419,116.493155,39.729397,23.1,5.778,52,343.1,3030303030310000,126,3439,2323,3619,8000001,7,8,-95,-68,13,0,5,-95,55140,47,4264,QPSK,SPAT,normal
1512,1699952589453,1699952589737,-284.34,116.493154,39.729401,23.1,5.778,50,343.1,,127,3440,2323,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1513,1699952589542,1699952589835,-293.006,116.493153,39.729402,23.1,5.778,52,343.1,,1,3441,2324,3619,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1514,1699952589654,1699952589938,-284.058,116.493151,39.729406,23.1,5.778,50,343.1,,2,3442,2324,3619,8000001,7,8,-98,-71,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1515,1699952589742,1699952590035,-293.804,116.49315,39.729408,23.1,5.778,52,343.1,,3,3443,2324,3619,8000001,7,8,-98,-71,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1516,1699952589839,1699952590135,-296.964,116.493149,39.729411,23.1,5.778,52,343.1,,4,3444,2324,3619,8000001,7,8,-99,-71,16,0,5,-99,55140,47,4264,QPSK,SPAT,normal
1517,1699952589943,1699952590237,-294.042,116.493148,39.729413,23.1,5.778,50,343.1,,5,3445,2324,3619,8000001,7,8,-97,-64,-3,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1518,1699952590040,1699952590337,-297.763,116.493147,39.729416,23.1,5.778,50,343.1,,6,3446,2324,3619,8000001,7,8,-100,-72,16,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1519,1699952590143,1699952590437,-294.583,116.493146,39.729417,23.2,5.593,52,342.56,,7,3447,2324,3619,8000001,7,8,-97,-69,14,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1520,1699952590247,1699952590538,-291.764,116.493146,39.729419,23.1,5.778,52,343.1,797A687523323439,8,3448,2324,3619,8000001,7,8,-97,-70,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1521,1699952590353,1699952590642,-289.763,116.493145,39.72942,23.1,5.778,52,343.1,,9,3449,2324,3619,8000001,7,8,-99,-72,15,0,5,-99,55140,47,4264,QPSK,SPAT,normal
1522,1699952590449,1699952590738,-289.552,116.493144,39.729422,23.1,5.778,52,343.1,,10,3450,2324,3619,8000001,7,8,-95,-68,16,0,5,-95,55140,47,4264,QPSK,SPAT,normal
1523,1699952590554,1699952590848,-294.575,116.493144,39.729423,23.1,5.778,52,343.1,,11,3451,2324,3619,8000001,7,8,-100,-73,15,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1524,1699952590642,1699952590938,-296.731,116.493143,39.729424,23.1,5.778,52,343.1,,12,3452,2324,3619,8000001,7,8,-100,-72,15,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1525,1699952590746,1699952591040,-294.656,116.493142,39.729425,23.2,5.593,52,342.56,,13,3453,2324,3619,8000001,7,8,-102,-74,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1526,1699952590843,1699952591139,-296.745,116.493142,39.729427,23.2,5.593,52,342.56,797A687523323439,14,3454,2324,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,SPAT,normal
1527,1699952590954,1699952591240,-286.377,116.493141,39.729428,23.2,5.593,52,342.56,,15,3455,2324,3619,8000001,7,8,-97,-70,16,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1528,1699952591060,1699952591348,-288.811,116.49314,39.72943,23.1,5.778,52,343.1,,16,3456,2324,3619,8000001,7,8,-101,-73,16,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1529,1699952591147,1699952591440,-293.239,116.49314,39.72943,23.2,5.612,52,343.56,,17,3457,2324,3619,8000001,7,8,-104,-77,12,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1530,1699952591244,1699952591540,-296.881,116.493139,39.729432,23.2,5.593,52,342.56,,18,3458,2324,3619,8000001,7,8,-98,-71,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1531,1699952591349,1699952591640,-291.86,116.493139,39.729433,23.2,5.612,52,343.56,,19,3459,2324,3619,8000001,7,8,-98,-71,16,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1532,1699952591453,1699952591741,-288.01,116.493138,39.729435,23.2,5.612,52,343.56,,20,3460,2324,3619,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
1533,1699952591549,1699952591841,-292.618,116.493138,39.729436,23.2,5.612,52,343.56,,21,3461,2324,3619,8000001,7,8,-104,-77,15,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1534,1699952591646,1699952591941,-295.612,116.493137,39.729437,23.2,5.593,52,342.56,,22,3462,2324,3619,8000001,7,8,-104,-77,14,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1535,1699952591750,1699952592042,-292.226,116.493137,39.729438,23.2,5.612,52,343.56,,23,3463,2324,3619,8000001,7,8,-100,-72,16,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1536,1699952591847,1699952592144,-297.352,116.493136,39.72944,23.2,5.593,52,342.56,,24,3464,2324,3619,8000001,7,8,-99,-72,16,0,5,-99,55140,47,4264,QPSK,SPAT,normal
1537,1699952591958,1699952592243,-285.734,116.493136,39.729441,23.2,5.612,52,343.56,,25,3465,2324,3619,8000001,7,8,-99,-71,13,0,5,-99,55140,47,4264,QPSK,SPAT,normal
1538,1699952592047,1699952592345,-298.014,116.493135,39.729443,23.2,5.612,52,343.56,,26,3466,2324,3619,8000001,7,8,-101,-74,13,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1539,1699952592152,1699952592443,-291.378,116.493135,39.729444,23.3,5.537,52,343.59,CCC747DFBE6C0100,27,3467,2324,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1540,1699952592256,1699952592543,-287.638,116.493134,39.729446,23.3,5.537,52,343.59,,28,3468,2324,3619,8000001,7,8,-97,-69,14,1,5,-97,55140,47,4264,QPSK,SPAT,normal
1541,1699952592353,1699952592643,-290.931,116.493133,39.729447,23.2,5.612,52,343.56,3030303030310000,29,3469,2324,3619,8000001,7,8,-100,-72,16,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1542,1699952592449,1699952592744,-295.219,116.493132,39.729449,23.3,5.537,52,343.59,,30,3470,2324,3619,8000001,7,8,-105,-77,13,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1543,1699952592553,1699952592844,-291.66,116.493132,39.72945,23.2,5.612,52,343.56,,31,3471,2324,3619,8000001,7,8,-98,-70,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1544,1699952592650,1699952592944,-294.775,116.493131,39.729451,23.3,5.537,52,343.59,,32,3472,2324,3619,8000001,7,8,-98,-71,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1545,1699952592754,1699952593045,-291.006,116.493131,39.729452,23.2,5.612,52,343.56,,33,3473,2324,3619,8000001,7,8,-98,-71,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1546,1699952592851,1699952593145,-294.83,116.49313,39.729454,23.3,5.537,52,343.59,,34,3474,2324,3619,8000001,7,8,-97,-70,17,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1547,1699952592955,1699952593245,-290.71,116.493129,39.729455,23.2,5.612,52,343.56,,35,3475,2324,3619,8000001,7,8,-100,-73,15,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1548,1699952593067,1699952593356,-289.949,116.493128,39.729457,23.3,5.537,52,343.59,,36,3476,2324,3619,8000001,7,8,-98,-70,16,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1549,1699952593156,1699952593446,-290.947,116.493128,39.729457,23.3,5.556,52,343.05,,37,3477,2324,3619,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1550,1699952593251,1699952593549,-298.969,116.493128,39.729457,23.3,5.537,52,343.59,,38,3478,2324,3619,8000001,7,8,-98,-71,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
1551,1699952593366,1699952593656,-290.605,116.493128,39.729457,23.3,5.556,52,343.05,,39,3479,2324,3619,8000001,7,8,-97,-70,16,0,5,-97,55140,47,4264,QPSK,SPAT,normal
1552,1699952593453,1699952593747,-294.009,116.493128,39.729457,23.3,5.537,52,343.59,,40,3480,2324,3619,8000001,7,8,-98,-71,16,0,5,-98,55140,47,4264,QPSK,SPAT,normal
