序号,接收时间戳,发送时间戳,时延（毫秒）,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,纬度,经度,海拔,速度（km/h）,锁星数,地面航向(度）,AID,ID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label
2092,1699952605,1699952606,-293.234,37,3604,2325,116.493054,39.729634,23.7,5.945,53,341.85,3619,,8000001,7,8,-92,-64,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2093,1699952606,1699952606,-278.302,39,3605,2326,116.493053,39.729636,23.6,4.908,53,343.05,3619,,8000001,7,8,-92,-64,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2094,1699952606,1699952606,-296.186,40,3606,2326,116.493053,39.729636,23.6,4.908,54,343.05,3619,,8000001,7,8,-93,-66,13,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2095,1699952606,1699952606,-293.527,41,3607,2326,116.493052,39.729637,23.6,4.908,53,343.05,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2096,1699952606,1699952606,-298.265,42,3608,2326,116.493052,39.729638,23.6,4.908,53,343.05,3619,,8000001,7,8,-95,-67,15,0,5,-95,55140,47,4264,QPSK,SPAT,normal
2099,1699952606,1699952606,-292.299,43,3609,2326,116.493051,39.729639,23.6,4.908,53,343.05,3619,,8000001,7,8,-94,-66,12,1,5,-94,55140,47,4264,QPSK,SPAT,normal
2100,1699952606,1699952606,-296.636,44,3610,2326,116.493051,39.72964,23.6,4.908,54,343.05,3619,,8000001,7,8,-95,-68,15,0,5,-95,55140,47,4264,QPSK,SPAT,normal
2101,1699952606,1699952606,-291.987,45,3611,2326,116.49305,39.729641,23.6,4.908,53,343.05,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2102,1699952606,1699952607,-288.596,46,3612,2326,116.49305,39.729643,23.6,4.908,54,343.05,3619,,8000001,7,8,-93,-65,14,2,5,-93,55140,47,4264,QPSK,SPAT,normal
2103,1699952606,1699952607,-292.684,47,3613,2326,116.493049,39.729644,23.6,4.908,53,343.05,3619,,8000001,7,8,-92,-65,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2104,1699952606,1699952607,-294.621,48,3614,2326,116.493049,39.729645,23.6,4.908,53,343.05,3619,,8000001,7,8,-94,-66,12,0,5,-94,55140,47,4264,QPSK,SPAT,normal
2106,1699952607,1699952607,-296.722,49,3615,2326,116.493048,39.729646,23.6,4.908,54,343.05,3619,,8000001,7,8,-93,-66,14,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2107,1699952607,1699952607,-294.826,50,3616,2326,116.493048,39.729647,23.6,4.908,54,343.05,3619,,8000001,7,8,-95,-67,13,0,5,-95,55140,47,4264,QPSK,SPAT,normal
2108,1699952607,1699952607,-293.479,51,3617,2326,116.493048,39.729648,23.5,4.26,53,342.34,3619,,8000001,7,8,-96,-68,13,0,5,-96,55140,47,4264,QPSK,SPAT,normal
2109,1699952607,1699952607,-295.435,52,3618,2326,116.493048,39.729649,23.6,4.908,54,343.05,3619,3030303030310000,8000001,7,8,-93,-66,14,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2111,1699952607,1699952607,-291.84,53,3619,2326,116.493048,39.72965,23.5,4.26,53,342.34,3619,,8000001,7,8,-94,-67,15,1,5,-94,55140,47,4264,QPSK,SPAT,normal
2112,1699952607,1699952607,-294.524,54,3620,2326,116.493047,39.729651,23.5,4.26,53,342.34,3619,,8000001,7,8,-94,-66,15,0,5,-94,55140,47,4264,QPSK,SPAT,normal
2114,1699952607,1699952607,-290.84,55,3621,2326,116.493047,39.729652,23.5,4.26,53,342.34,3619,,8000001,7,8,-94,-66,14,1,5,-94,55140,47,4264,QPSK,SPAT,normal
2115,1699952607,1699952608,-294.074,56,3622,2326,116.493047,39.729653,23.6,4.908,54,343.05,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2116,1699952607,1699952608,-291.412,57,3623,2326,116.493047,39.729654,23.5,4.26,53,342.34,3619,,8000001,7,8,-92,-64,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2117,1699952607,1699952608,-293.624,58,3624,2326,116.493047,39.729655,23.6,4.908,54,343.05,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2118,1699952608,1699952608,-291.738,59,3625,2326,116.493047,39.729655,23.5,4.26,54,342.34,3619,,8000001,7,8,-93,-66,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2119,1699952608,1699952608,-294.285,60,3626,2326,116.493046,39.729655,23.5,4.26,53,342.34,3619,,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2121,1699952608,1699952608,-290.692,61,3627,2326,116.493046,39.729656,23.5,4.26,53,342.34,3619,,8000001,7,8,-93,-66,13,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2122,1699952608,1699952608,-296.601,62,3628,2326,116.493046,39.729656,23.5,4.26,54,342.34,3619,,8000001,7,8,-92,-64,17,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2124,1699952608,1699952608,-291.011,63,3629,2326,116.493046,39.729656,23.5,4.26,54,342.34,3619,,8000001,7,8,-92,-65,17,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2125,1699952608,1699952608,-295.491,64,3630,2326,116.493046,39.729657,23.5,4.26,54,342.34,3619,,8000001,7,8,-92,-64,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2126,1699952608,1699952608,-292.499,65,3631,2326,116.493046,39.729657,23.5,4.26,53,342.34,3619,797A687523323439,8000001,7,8,-92,-64,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2127,1699952608,1699952609,-291.013,66,3632,2326,116.493046,39.729657,23.5,4.26,53,342.34,3619,,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2128,1699952608,1699952609,-295.495,67,3633,2326,116.493045,39.729657,23.5,4.26,53,342.34,3619,,8000001,7,8,-92,-64,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2130,1699952609,1699952609,-294.732,68,3634,2326,116.493045,39.729658,23.5,4.26,54,342.34,3619,,8000001,7,8,-92,-64,17,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2131,1699952609,1699952609,-290.618,69,3635,2326,116.493045,39.729658,23.5,4.26,54,342.34,3619,,8000001,7,8,-92,-65,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2132,1699952609,1699952609,-295.713,70,3636,2326,116.493045,39.729658,23.5,4.26,54,342.34,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2133,1699952609,1699952609,-291.84,71,3637,2326,116.493045,39.729659,23.5,4.26,54,342.34,3619,797A687523323439,8000001,7,8,-92,-64,14,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2134,1699952609,1699952609,-287.59,72,3638,2326,116.493045,39.729659,23.4,4.26,54,342.34,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2137,1699952609,1699952609,-288.292,73,3639,2326,116.493046,39.729659,23.5,4.26,54,342.34,3619,,8000001,7,8,-92,-65,17,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2138,1699952609,1699952609,-293.845,74,3640,2326,116.493046,39.729659,23.4,4.26,54,342.34,3619,,8000001,7,8,-92,-64,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2139,1699952609,1699952609,-291.299,75,3641,2326,116.493046,39.729659,23.4,4.26,54,342.34,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2140,1699952609,1699952610,-293.809,76,3642,2326,116.493046,39.72966,23.4,4.26,54,342.34,3619,,8000001,7,8,-92,-64,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2141,1699952609,1699952610,-290.403,77,3643,2326,116.493046,39.72966,23.5,4.26,54,342.34,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2142,1699952610,1699952610,-293.277,78,3644,2326,116.493047,39.72966,23.4,4.26,54,342.34,3619,,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2143,1699952610,1699952610,-298.597,79,3645,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2145,1699952610,1699952610,-293.067,80,3646,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,13,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2146,1699952610,1699952610,-290.047,81,3647,2326,116.493047,39.72966,23.4,4.26,54,342.34,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2147,1699952610,1699952610,-294.44,82,3648,2326,116.493047,39.72966,23.4,4.26,54,342.34,3619,,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2149,1699952610,1699952610,-297.753,83,3649,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2150,1699952610,1699952610,-292.989,84,3650,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2151,1699952610,1699952611,-290.204,85,3651,2326,116.493047,39.72966,23.4,4.26,54,342.34,3619,,8000001,7,8,-92,-64,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2153,1699952610,1699952611,-292.77,86,3652,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2154,1699952610,1699952611,-290.109,87,3653,2326,116.493047,39.72966,23.4,4.26,54,342.34,3619,,8000001,7,8,-91,-64,16,0,5,-91,55140,47,4264,QPSK,SPAT,normal
2155,1699952611,1699952611,-293.102,88,3654,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-91,-64,15,1,5,-91,55140,47,4264,QPSK,SPAT,normal
2156,1699952611,1699952611,-296.633,89,3655,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2157,1699952611,1699952611,-292.806,90,3656,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-91,-64,14,0,5,-91,55140,47,4264,QPSK,SPAT,normal
2158,1699952611,1699952611,-296.904,91,3657,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2160,1699952611,1699952611,-293.27,92,3658,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2162,1699952611,1699952611,-290.35,93,3659,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2163,1699952611,1699952611,-291.966,94,3660,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2164,1699952611,1699952612,-285.314,95,3661,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2165,1699952611,1699952612,-292.251,96,3662,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,17,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2166,1699952611,1699952612,-291.792,97,3663,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2168,1699952612,1699952612,-292.337,98,3664,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2169,1699952612,1699952612,-293.483,99,3665,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2170,1699952612,1699952612,-291.963,100,3666,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2171,1699952612,1699952612,-296.948,101,3667,2326,116.493047,39.72966,23.4,4.26,52,343.79,3619,,8000001,7,8,-92,-65,17,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2172,1699952612,1699952612,-285.86,102,3668,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,13,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2174,1699952612,1699952612,-292.459,103,3669,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2176,1699952612,1699952612,-287.476,104,3670,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2177,1699952612,1699952613,-290.605,105,3671,2326,116.493047,39.72966,23.4,4.26,52,343.79,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2178,1699952612,1699952613,-293.589,106,3672,2326,116.493047,39.72966,23.4,4.26,52,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2179,1699952612,1699952613,-295.57,107,3673,2326,116.493047,39.72966,23.4,4.26,52,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2180,1699952613,1699952613,-292.482,108,3674,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323439,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2181,1699952613,1699952613,-294.754,109,3675,2326,116.493047,39.72966,23.4,4.26,52,343.79,3619,,8000001,7,8,-92,-65,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2183,1699952613,1699952613,-291.011,110,3676,2326,116.493047,39.72966,23.4,4.26,52,343.79,3619,,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2184,1699952613,1699952613,-295.29,111,3677,2326,116.493047,39.72966,23.4,4.26,52,343.79,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2185,1699952613,1699952613,-291.469,112,3678,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2187,1699952613,1699952613,-294.77,113,3679,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2188,1699952613,1699952613,-290.324,114,3680,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323439,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2189,1699952613,1699952614,-294.267,115,3681,2326,116.493047,39.72966,23.4,4.26,52,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2190,1699952613,1699952614,-291.688,116,3682,2326,116.493047,39.72966,23.4,4.26,52,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2192,1699952613,1699952614,-293.698,117,3683,2326,116.493047,39.72966,23.4,4.26,52,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2193,1699952614,1699952614,-282.721,118,3684,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2194,1699952614,1699952614,-293.863,119,3685,2326,116.493047,39.72966,23.4,4.26,52,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2195,1699952614,1699952614,-297.544,120,3686,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2196,1699952614,1699952614,-293.276,121,3687,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2197,1699952614,1699952614,-297.267,122,3688,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2200,1699952614,1699952614,-293.863,123,3689,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2201,1699952614,1699952614,-296.261,124,3690,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2202,1699952614,1699952615,-293.351,125,3691,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2203,1699952614,1699952615,-297.537,126,3692,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2204,1699952614,1699952615,-292.597,127,3693,2326,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2205,1699952615,1699952615,-289.198,1,3694,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2207,1699952615,1699952615,-293.35,2,3695,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2208,1699952615,1699952615,-290.559,3,3696,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2209,1699952615,1699952615,-294.737,4,3697,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2210,1699952615,1699952615,-297.488,5,3698,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2212,1699952615,1699952615,-292.686,6,3699,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2213,1699952615,1699952615,-296.994,7,3700,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2215,1699952615,1699952616,-292.226,8,3701,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2216,1699952615,1699952616,-296.453,9,3702,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,17,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2217,1699952615,1699952616,-292.18,10,3703,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2218,1699952616,1699952616,-288.957,11,3704,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2219,1699952616,1699952616,-292.782,12,3705,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2220,1699952616,1699952616,-297.675,13,3706,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2222,1699952616,1699952616,-292.751,14,3707,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2223,1699952616,1699952616,-294.86,15,3708,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2225,1699952616,1699952616,-292.077,16,3709,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2226,1699952616,1699952616,-296.904,17,3710,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2227,1699952616,1699952617,-292.927,18,3711,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2228,1699952616,1699952617,-290.642,19,3712,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2230,1699952616,1699952617,-283.328,20,3713,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,17,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2231,1699952617,1699952617,-287.577,21,3714,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2232,1699952617,1699952617,-291.775,22,3715,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,13,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2233,1699952617,1699952617,-292.402,23,3716,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2234,1699952617,1699952617,-292.674,24,3717,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2235,1699952617,1699952617,-296.669,25,3718,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2238,1699952617,1699952617,-291.171,26,3719,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2239,1699952617,1699952617,-296.268,27,3720,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2240,1699952617,1699952618,-290.904,28,3721,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2241,1699952617,1699952618,-295.439,29,3722,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2242,1699952617,1699952618,-292.5,30,3723,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323439,8000001,7,8,-92,-64,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2243,1699952618,1699952618,-296.432,31,3724,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2244,1699952618,1699952618,-292.13,32,3725,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,12,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2246,1699952618,1699952618,-295.136,33,3726,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2247,1699952618,1699952618,-291.665,34,3727,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2248,1699952618,1699952618,-293.327,35,3728,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,13,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2250,1699952618,1699952618,-291.229,36,3729,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323439,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2251,1699952618,1699952618,-288.536,37,3730,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2252,1699952618,1699952619,-291.19,38,3731,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2254,1699952618,1699952619,-295.107,39,3732,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2255,1699952618,1699952619,-292.777,40,3733,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2256,1699952619,1699952619,-295.3,41,3734,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2257,1699952619,1699952619,-295.268,42,3735,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,12,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2258,1699952619,1699952619,-294.941,43,3736,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-66,16,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2259,1699952619,1699952619,-296.601,44,3737,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-91,-64,13,1,5,-91,55140,47,4264,QPSK,SPAT,normal
2261,1699952619,1699952619,-296.543,45,3738,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2263,1699952619,1699952619,-290.489,46,3739,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-64,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2264,1699952619,1699952619,-287.088,47,3740,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2265,1699952619,1699952620,-295.367,48,3741,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2266,1699952619,1699952620,-294.884,49,3742,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2267,1699952619,1699952620,-292.657,50,3743,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,SPAT,normal
